Date,month,year,Local Site Name,County,mean_latitude,mean_longitude,Ozone,PM 2.5
2024-07-28,7,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,28.0,
2024-07-28,7,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,44.0,57.0
2024-07-28,7,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,47.0,62.0
2024-07-28,7,2024,Leggett,Edgecombe,35.988278,-77.5843,44.0,
2024-07-28,7,2024,Linville Falls,Avery,35.972347,-81.933072,31.0,
2024-07-28,7,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,46.0,61.0
2024-07-28,7,2024,Millbrook School,Wake,35.856111,-78.574167,49.0,50.0
2024-07-28,7,2024,Old High School,Swain,35.498711,-83.310242,29.0,
2024-07-28,7,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,46.0,42.0
2024-07-28,7,2024,Rockwell,Rowan,35.551868,-80.395039,40.0,58.0
2024-07-28,7,2024,West Johnston Co.,Johnston,35.59095,-78.4622,50.0,52.0
2024-07-29,7,2024,Bryson City,Swain,35.434767,-83.442133,26.0,29.0
2024-07-29,7,2024,Castle Hayne,New Hanover,34.364167,-77.838611,38.0,53.0
2024-07-29,7,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,31.0,48.5
2024-07-29,7,2024,Durham Armory,Durham,36.0329550008979,-78.904037,32.0,57.0
2024-07-29,7,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,35.0,18.0
2024-07-29,7,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,,48.0
2024-07-29,7,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,33.0,54.0
2024-07-29,7,2024,Leggett,Edgecombe,35.988278,-77.5843,38.0,
2024-07-29,7,2024,Linville Falls,Avery,35.972347,-81.933072,26.0,24.0
2024-07-29,7,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,33.0,53.0
2024-07-29,7,2024,Millbrook School,Wake,35.856111,-78.574167,29.0,54.5
2024-07-29,7,2024,Old High School,Swain,35.498711,-83.310242,23.0,31.0
2024-07-29,7,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,40.0,55.0
2024-07-29,7,2024,Rockwell,Rowan,35.551868,-80.395039,23.0,49.0
2024-07-29,7,2024,West Johnston Co.,Johnston,35.59095,-78.4622,29.0,53.0
2024-07-30,7,2024,Bryson City,Swain,35.434767,-83.442133,24.0,28.0
2024-07-30,7,2024,Castle Hayne,New Hanover,34.364167,-77.838611,40.0,36.5
2024-07-30,7,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,44.0,34.0
2024-07-30,7,2024,Durham Armory,Durham,36.0329550008979,-78.904037,30.0,55.0
2024-07-30,7,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,51.0,
2024-07-30,7,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,34.0,21.0
2024-07-30,7,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,47.0,43.0
2024-07-30,7,2024,Leggett,Edgecombe,35.988278,-77.5843,35.0,52.0
2024-07-30,7,2024,Linville Falls,Avery,35.972347,-81.933072,35.0,
2024-07-30,7,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,48.0,39.0
2024-07-30,7,2024,Millbrook School,Wake,35.856111,-78.574167,37.0,55.0
2024-07-30,7,2024,Old High School,Swain,35.498711,-83.310242,25.0,
2024-07-30,7,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,38.0,52.0
2024-07-30,7,2024,Rockwell,Rowan,35.551868,-80.395039,43.0,26.0
2024-07-30,7,2024,West Johnston Co.,Johnston,35.59095,-78.4622,38.0,49.0
2024-07-31,7,2024,Bryson City,Swain,35.434767,-83.442133,28.0,26.0
2024-07-31,7,2024,Castle Hayne,New Hanover,34.364167,-77.838611,44.0,29.0
2024-07-31,7,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,43.0,37.0
2024-07-31,7,2024,Durham Armory,Durham,36.0329550008979,-78.904037,47.0,46.0
2024-07-31,7,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,44.0,
2024-07-31,7,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,54.0,22.0
2024-07-31,7,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,47.0,44.0
2024-07-31,7,2024,Leggett,Edgecombe,35.988278,-77.5843,41.0,46.0
2024-07-31,7,2024,Linville Falls,Avery,35.972347,-81.933072,39.0,
2024-07-31,7,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,51.0,37.0
2024-07-31,7,2024,Millbrook School,Wake,35.856111,-78.574167,50.0,50.0
2024-07-31,7,2024,Old High School,Swain,35.498711,-83.310242,27.0,
2024-07-31,7,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,42.0,41.0
2024-07-31,7,2024,Rockwell,Rowan,35.551868,-80.395039,48.0,26.0
2024-07-31,7,2024,West Johnston Co.,Johnston,35.59095,-78.4622,43.0,52.0
2024-08-01,8,2024,Bryson City,Swain,35.434767,-83.442133,21.0,37.0
2024-08-01,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,41.0,46.5
2024-08-01,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,43.0,38.0
2024-08-01,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,42.0,52.0
2024-08-01,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,27.0,31.0
2024-08-01,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,77.0,40.0
2024-08-01,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,46.0,42.0
2024-08-01,8,2024,Leggett,Edgecombe,35.988278,-77.5843,44.0,53.0
2024-08-01,8,2024,Linville Falls,Avery,35.972347,-81.933072,26.0,31.0
2024-08-01,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,45.0,47.0
2024-08-01,8,2024,Millbrook School,Wake,35.856111,-78.574167,54.0,52.5
2024-08-01,8,2024,Old High School,Swain,35.498711,-83.310242,20.0,42.0
2024-08-01,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,44.0,55.0
2024-08-01,8,2024,Rockwell,Rowan,35.551868,-80.395039,46.0,45.0
2024-08-01,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,47.0,56.0
2024-08-02,8,2024,Bryson City,Swain,35.434767,-83.442133,27.0,70.0
2024-08-02,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,33.0,41.0
2024-08-02,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,35.0,50.0
2024-08-02,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,36.0,55.0
2024-08-02,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,43.0,
2024-08-02,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,31.0,60.0
2024-08-02,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,37.0,54.0
2024-08-02,8,2024,Leggett,Edgecombe,35.988278,-77.5843,35.0,57.0
2024-08-02,8,2024,Linville Falls,Avery,35.972347,-81.933072,27.0,
2024-08-02,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,38.0,56.0
2024-08-02,8,2024,Millbrook School,Wake,35.856111,-78.574167,39.0,54.0
2024-08-02,8,2024,Old High School,Swain,35.498711,-83.310242,28.0,
2024-08-02,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,33.0,53.0
2024-08-02,8,2024,Rockwell,Rowan,35.551868,-80.395039,35.0,55.0
2024-08-02,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,33.0,54.0
2024-08-03,8,2024,Bryson City,Swain,35.434767,-83.442133,42.0,54.0
2024-08-03,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,19.0,42.0
2024-08-03,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,36.0,56.0
2024-08-03,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,34.0,57.0
2024-08-03,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,42.0,
2024-08-03,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,32.0,58.0
2024-08-03,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,38.0,62.0
2024-08-03,8,2024,Leggett,Edgecombe,35.988278,-77.5843,29.0,54.0
2024-08-03,8,2024,Linville Falls,Avery,35.972347,-81.933072,34.0,
2024-08-03,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,34.0,59.0
2024-08-03,8,2024,Millbrook School,Wake,35.856111,-78.574167,31.0,55.0
2024-08-03,8,2024,Old High School,Swain,35.498711,-83.310242,39.0,
2024-08-03,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,27.0,48.0
2024-08-03,8,2024,Rockwell,Rowan,35.551868,-80.395039,31.0,58.0
2024-08-04,8,2024,Bryson City,Swain,35.434767,-83.442133,37.0,31.0
2024-08-04,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,23.0,21.5
2024-08-04,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,42.0,38.5
2024-08-04,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,35.0,43.0
2024-08-04,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,41.0,22.0
2024-08-04,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,44.0,44.0
2024-08-04,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,41.0,41.0
2024-08-04,8,2024,Leggett,Edgecombe,35.988278,-77.5843,31.0,31.0
2024-08-04,8,2024,Linville Falls,Avery,35.972347,-81.933072,38.0,29.0
2024-08-04,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,44.0,43.0
2024-08-04,8,2024,Millbrook School,Wake,35.856111,-78.574167,31.0,37.5
2024-08-04,8,2024,Old High School,Swain,35.498711,-83.310242,40.0,49.0
2024-08-04,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,30.0,18.0
2024-08-04,8,2024,Rockwell,Rowan,35.551868,-80.395039,41.0,36.0
2024-08-04,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,32.0,26.0
2024-08-05,8,2024,Bryson City,Swain,35.434767,-83.442133,42.0,44.0
2024-08-05,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,44.0,34.0
2024-08-05,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,40.0,36.0
2024-08-05,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,37.0,
2024-08-05,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,24.0,17.0
2024-08-05,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,47.0,46.0
2024-08-05,8,2024,Leggett,Edgecombe,35.988278,-77.5843,22.0,14.0
2024-08-05,8,2024,Linville Falls,Avery,35.972347,-81.933072,40.0,
2024-08-05,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,42.0,41.0
2024-08-05,8,2024,Millbrook School,Wake,35.856111,-78.574167,30.0,32.0
2024-08-05,8,2024,Old High School,Swain,35.498711,-83.310242,37.0,
2024-08-05,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,19.0,17.0
2024-08-05,8,2024,Rockwell,Rowan,35.551868,-80.395039,31.0,29.0
2024-08-05,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,24.0,24.0
2024-08-06,8,2024,Bryson City,Swain,35.434767,-83.442133,31.0,39.0
2024-08-06,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,24.0,25.0
2024-08-06,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,24.0,19.0
2024-08-06,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,17.0,18.0
2024-08-06,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,27.0,
2024-08-06,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,17.0,14.0
2024-08-06,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,26.0,22.0
2024-08-06,8,2024,Leggett,Edgecombe,35.988278,-77.5843,15.0,12.0
2024-08-06,8,2024,Linville Falls,Avery,35.972347,-81.933072,25.0,
2024-08-06,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,20.0,18.0
2024-08-06,8,2024,Millbrook School,Wake,35.856111,-78.574167,15.0,23.0
2024-08-06,8,2024,Old High School,Swain,35.498711,-83.310242,28.0,
2024-08-06,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,14.0,12.0
2024-08-06,8,2024,Rockwell,Rowan,35.551868,-80.395039,17.0,11.0
2024-08-06,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,17.0,17.0
2024-08-07,8,2024,Bryson City,Swain,35.434767,-83.442133,35.0,38.0
2024-08-07,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,37.0,33.0
2024-08-07,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,24.0,21.0
2024-08-07,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,24.0,18.0
2024-08-07,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,31.0,19.0
2024-08-07,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,28.0,12.5
2024-08-07,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,26.0,31.5
2024-08-07,8,2024,Leggett,Edgecombe,35.988278,-77.5843,19.0,17.0
2024-08-07,8,2024,Linville Falls,Avery,35.972347,-81.933072,28.0,12.0
2024-08-07,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,22.0,26.0
2024-08-07,8,2024,Millbrook School,Wake,35.856111,-78.574167,25.0,25.5
2024-08-07,8,2024,Old High School,Swain,35.498711,-83.310242,35.0,49.0
2024-08-07,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,19.0,11.0
2024-08-07,8,2024,Rockwell,Rowan,35.551868,-80.395039,29.0,8.0
2024-08-07,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,28.0,14.0
2024-08-08,8,2024,Bryson City,Swain,35.434767,-83.442133,22.0,24.0
2024-08-08,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,39.0,44.0
2024-08-08,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,28.0,13.0
2024-08-08,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,27.0,16.0
2024-08-08,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,31.0,
2024-08-08,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,27.0,0.0
2024-08-08,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,30.0,15.0
2024-08-08,8,2024,Leggett,Edgecombe,35.988278,-77.5843,33.0,27.0
2024-08-08,8,2024,Linville Falls,Avery,35.972347,-81.933072,26.0,
2024-08-08,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,27.0,14.0
2024-08-08,8,2024,Millbrook School,Wake,35.856111,-78.574167,27.0,20.0
2024-08-08,8,2024,Old High School,Swain,35.498711,-83.310242,19.0,
2024-08-08,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,33.0,32.0
2024-08-08,8,2024,Rockwell,Rowan,35.551868,-80.395039,27.0,6.0
2024-08-08,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,30.0,14.0
2024-08-09,8,2024,Bryson City,Swain,35.434767,-83.442133,42.0,41.0
2024-08-09,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,36.0,23.0
2024-08-09,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,31.0,22.0
2024-08-09,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,28.0,21.0
2024-08-09,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,37.0,
2024-08-09,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,47.0,22.0
2024-08-09,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,32.0,28.0
2024-08-09,8,2024,Leggett,Edgecombe,35.988278,-77.5843,30.0,27.0
2024-08-09,8,2024,Linville Falls,Avery,35.972347,-81.933072,35.0,
2024-08-09,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,34.0,25.0
2024-08-09,8,2024,Millbrook School,Wake,35.856111,-78.574167,27.0,23.0
2024-08-09,8,2024,Old High School,Swain,35.498711,-83.310242,27.0,
2024-08-09,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,31.0,28.0
2024-08-09,8,2024,Rockwell,Rowan,35.551868,-80.395039,39.0,22.0
2024-08-09,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,31.0,22.0
2024-08-10,8,2024,Bryson City,Swain,35.434767,-83.442133,38.0,48.0
2024-08-10,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,37.0,56.5
2024-08-10,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,39.0,43.0
2024-08-10,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,42.0,52.0
2024-08-10,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,41.0,37.0
2024-08-10,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,47.0,46.5
2024-08-10,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,44.0,53.5
2024-08-10,8,2024,Leggett,Edgecombe,35.988278,-77.5843,32.0,47.0
2024-08-10,8,2024,Linville Falls,Avery,35.972347,-81.933072,40.0,43.0
2024-08-10,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,43.0,46.0
2024-08-10,8,2024,Millbrook School,Wake,35.856111,-78.574167,40.0,53.0
2024-08-10,8,2024,Old High School,Swain,35.498711,-83.310242,32.0,49.0
2024-08-10,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,27.0,44.0
2024-08-10,8,2024,Rockwell,Rowan,35.551868,-80.395039,44.0,48.0
2024-08-10,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,38.0,55.0
2024-08-11,8,2024,Bryson City,Swain,35.434767,-83.442133,36.0,43.0
2024-08-11,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,30.0,37.0
2024-08-11,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,67.0,51.0
2024-08-11,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,31.0,53.0
2024-08-11,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,44.0,
2024-08-11,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,43.0,49.0
2024-08-11,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,77.0,53.0
2024-08-11,8,2024,Leggett,Edgecombe,35.988278,-77.5843,26.0,52.0
2024-08-11,8,2024,Linville Falls,Avery,35.972347,-81.933072,37.0,
2024-08-11,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,38.0,51.0
2024-08-11,8,2024,Millbrook School,Wake,35.856111,-78.574167,33.0,55.0
2024-08-11,8,2024,Old High School,Swain,35.498711,-83.310242,33.0,
2024-08-11,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,31.0,42.0
2024-08-11,8,2024,Rockwell,Rowan,35.551868,-80.395039,42.0,52.0
2024-08-11,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,31.0,52.0
2024-08-12,8,2024,Bryson City,Swain,35.434767,-83.442133,32.0,33.0
2024-08-12,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,31.0,39.5
2024-08-12,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,44.0,43.0
2024-08-12,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,36.0,54.0
2024-08-12,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,32.0,
2024-08-12,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,42.0,48.0
2024-08-12,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,44.0,47.0
2024-08-12,8,2024,Leggett,Edgecombe,35.988278,-77.5843,29.0,52.0
2024-08-12,8,2024,Linville Falls,Avery,35.972347,-81.933072,34.0,
2024-08-12,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,36.0,44.0
2024-08-12,8,2024,Millbrook School,Wake,35.856111,-78.574167,33.0,56.0
2024-08-12,8,2024,Old High School,Swain,35.498711,-83.310242,34.0,
2024-08-12,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,31.0,51.0
2024-08-12,8,2024,Rockwell,Rowan,35.551868,-80.395039,43.0,51.0
2024-08-12,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,32.0,52.0
2024-08-13,8,2024,Bryson City,Swain,35.434767,-83.442133,39.0,33.0
2024-08-13,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,43.0,36.0
2024-08-13,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,20.0,41.0
2024-08-13,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,26.0,57.0
2024-08-13,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,45.0,34.0
2024-08-13,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,32.0,53.5
2024-08-13,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,28.0,43.0
2024-08-13,8,2024,Leggett,Edgecombe,35.988278,-77.5843,37.0,47.0
2024-08-13,8,2024,Linville Falls,Avery,35.972347,-81.933072,31.0,36.0
2024-08-13,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,21.0,48.0
2024-08-13,8,2024,Millbrook School,Wake,35.856111,-78.574167,37.0,53.5
2024-08-13,8,2024,Old High School,Swain,35.498711,-83.310242,34.0,41.0
2024-08-13,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,41.0,47.0
2024-08-13,8,2024,Rockwell,Rowan,35.551868,-80.395039,30.0,49.0
2024-08-13,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,37.0,49.0
2024-08-14,8,2024,Bryson City,Swain,35.434767,-83.442133,36.0,34.0
2024-08-14,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,48.0,43.0
2024-08-14,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,42.0,53.0
2024-08-14,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,34.0,
2024-08-14,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,51.0,46.0
2024-08-14,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,46.0,52.0
2024-08-14,8,2024,Leggett,Edgecombe,35.988278,-77.5843,35.0,39.0
2024-08-14,8,2024,Linville Falls,Avery,35.972347,-81.933072,35.0,
2024-08-14,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,37.0,44.0
2024-08-14,8,2024,Millbrook School,Wake,35.856111,-78.574167,43.0,52.0
2024-08-14,8,2024,Old High School,Swain,35.498711,-83.310242,34.0,
2024-08-14,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,36.0,49.0
2024-08-14,8,2024,Rockwell,Rowan,35.551868,-80.395039,44.0,41.0
2024-08-14,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,46.0,47.0
2024-08-15,8,2024,Bryson City,Swain,35.434767,-83.442133,39.0,44.0
2024-08-15,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,44.0,51.0
2024-08-15,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,44.0,52.0
2024-08-15,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,40.0,55.0
2024-08-15,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,42.0,
2024-08-15,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,44.0,52.0
2024-08-15,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,47.0,54.0
2024-08-15,8,2024,Leggett,Edgecombe,35.988278,-77.5843,45.0,56.0
2024-08-15,8,2024,Linville Falls,Avery,35.972347,-81.933072,44.0,
2024-08-15,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,45.0,50.0
2024-08-15,8,2024,Millbrook School,Wake,35.856111,-78.574167,40.0,55.0
2024-08-15,8,2024,Old High School,Swain,35.498711,-83.310242,40.0,
2024-08-15,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,48.0,60.0
2024-08-15,8,2024,Rockwell,Rowan,35.551868,-80.395039,39.0,41.0
2024-08-15,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,42.0,52.0
2024-08-16,8,2024,Bryson City,Swain,35.434767,-83.442133,34.0,42.0
2024-08-16,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,49.0,61.0
2024-08-16,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,50.0,53.0
2024-08-16,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,48.0,59.0
2024-08-16,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,41.0,39.0
2024-08-16,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,42.0,55.5
2024-08-16,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,51.0,58.0
2024-08-16,8,2024,Leggett,Edgecombe,35.988278,-77.5843,46.0,63.0
2024-08-16,8,2024,Linville Falls,Avery,35.972347,-81.933072,32.0,41.0
2024-08-16,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,47.0,59.0
2024-08-16,8,2024,Millbrook School,Wake,35.856111,-78.574167,61.0,62.5
2024-08-16,8,2024,Old High School,Swain,35.498711,-83.310242,34.0,46.0
2024-08-16,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,46.0,68.0
2024-08-16,8,2024,Rockwell,Rowan,35.551868,-80.395039,51.0,57.0
2024-08-16,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,46.0,57.0
2024-08-17,8,2024,Bryson City,Swain,35.434767,-83.442133,36.0,24.0
2024-08-17,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,44.0,61.0
2024-08-17,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,35.0,32.0
2024-08-17,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,39.0,62.0
2024-08-17,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,44.0,
2024-08-17,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,41.0,46.0
2024-08-17,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,39.0,42.0
2024-08-17,8,2024,Leggett,Edgecombe,35.988278,-77.5843,37.0,62.0
2024-08-17,8,2024,Linville Falls,Avery,35.972347,-81.933072,37.0,
2024-08-17,8,2024,Mendenhall School,Guilford,36.1090060008986,-79.802314,41.0,54.0
2024-08-17,8,2024,Millbrook School,Wake,35.856111,-78.574167,42.0,65.0
2024-08-17,8,2024,Old High School,Swain,35.498711,-83.310242,36.0,
2024-08-17,8,2024,Pitt Agri. Center,Pitt,35.6412760008938,-77.360126,41.0,65.0
2024-08-17,8,2024,Rockwell,Rowan,35.551868,-80.395039,38.0,44.0
2024-08-17,8,2024,West Johnston Co.,Johnston,35.59095,-78.4622,43.0,63.0
2024-08-18,8,2024,Bryson City,Swain,35.434767,-83.442133,34.0,21.0
2024-08-18,8,2024,Castle Hayne,New Hanover,34.364167,-77.838611,40.0,53.0
2024-08-18,8,2024,Clemmons Middle,Forsyth,36.026612,-80.341962,37.0,33.0
2024-08-18,8,2024,Durham Armory,Durham,36.0329550008979,-78.904037,36.0,53.0
2024-08-18,8,2024,Frying Pan Mountain,Haywood,35.379167,-82.7925,43.0,
2024-08-18,8,2024,Garinger High School,Mecklenburg,35.2401000008895,-80.785683,44.0,28.0
2024-08-18,8,2024,Hattie Avenue,Forsyth,36.11094,-80.224501,40.0,39.0
